time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),direct_radiation (W/m²)
2016-05-08T21:00,23.2,88,30.1,967.9,0,56,0
2016-05-08T22:00,21.7,91,27.4,968.5,0,65,0
2016-05-08T23:00,21.1,91,27,968.1,0,63,0
2016-05-09T00:00,21.1,89,27.3,967.8,0,74,0
2016-05-09T01:00,21.4,86,27.1,967.5,0,70,0
2016-05-09T02:00,23,79,26.6,966.9,0,79,0
2016-05-09T03:00,22.5,81,26.6,966.5,0,80,0
2016-05-09T04:00,22.3,81,25.6,966.2,0,83,0
2016-05-09T05:00,22.6,79,26.4,967.3,0.1,70,0
2016-05-09T06:00,22.4,80,26.8,968.3,0.2,83,0
2016-05-09T07:00,21.5,89,26.7,969.3,0.4,82,28
2016-05-09T08:00,22.6,89,26.9,969.9,0.2,87,39
2016-05-09T09:00,22.8,91,29.7,970.4,0.2,100,49
2016-05-09T10:00,23.9,83,31,970.2,0.2,94,112
2016-05-09T11:00,24.9,78,31.4,969.8,0.3,74,269
2016-05-09T12:00,25.8,72,33.5,969,0.5,53,261
2016-05-09T13:00,25.9,70,32.8,967.6,0,51,344
2016-05-09T14:00,27.1,65,34.7,965.8,0,41,440
2016-05-09T15:00,26.8,67,33.8,964.9,0,50,372
2016-05-09T16:00,26,72,33.4,964.2,0,38,127
2016-05-09T17:00,25.4,81,31.9,963.9,0,32,62
2016-05-09T18:00,24.9,82,30,964.2,0,44,19
2016-05-09T19:00,24.5,83,30.2,965.7,0,44,0
2016-05-09T20:00,23,89,29.3,966.5,0,63,0
2016-05-09T21:00,22.5,89,28.9,967.2,0.1,65,0
2016-05-09T22:00,22.5,87,28.1,968,0.5,71,0
2016-05-09T23:00,23.6,81,28.8,968.6,0.6,91,0
2016-05-10T00:00,22.7,83,27.9,967.8,0.3,95,0
2016-05-10T01:00,21.6,87,26.5,967.3,0.2,100,0
2016-05-10T02:00,21.1,92,26.8,966.7,1.8,100,0
2016-05-10T03:00,20.5,94,26.1,966.3,0.8,85,0
2016-05-10T04:00,19.5,100,26.1,966.1,0.7,85,0
2016-05-10T05:00,19.3,100,25.9,966.5,0.2,92,0
2016-05-10T06:00,19.3,99,26.1,967.3,0.1,88,0
2016-05-10T07:00,20.8,97,27,968.4,0,89,21
2016-05-10T08:00,23.7,89,28.2,969.6,0,53,65
2016-05-10T09:00,24.3,81,29.5,970.3,0.1,55,250
2016-05-10T10:00,24.9,79,30.2,970.5,0.2,41,176
2016-05-10T11:00,25.8,74,30.3,970.1,0.2,40,324
2016-05-10T12:00,27.1,68,33.5,969.5,0,37,434
2016-05-10T13:00,27.4,65,32.5,967.9,0,43,345
2016-05-10T14:00,27.4,64,33.8,966.7,0,38,409
2016-05-10T15:00,26.9,67,32.6,966.1,0,42,215
2016-05-10T16:00,25.9,73,31.2,965.3,0,42,148
2016-05-10T17:00,25.4,78,30.5,966.5,0,53,67
2016-05-10T18:00,24.8,81,29.7,966.1,0,38,15
2016-05-10T19:00,24.4,83,29.6,966.2,0,33,0
2016-05-10T20:00,24.7,79,30.2,967.1,0,29,0
2016-05-10T21:00,24.3,80,29.4,967.9,0,29,0
2016-05-10T22:00,22.8,84,27.4,968.7,0,34,0
2016-05-10T23:00,21.7,87,27.1,968.9,0,31,0
2016-05-11T00:00,21.1,88,26.1,968.2,0,37,0
2016-05-11T01:00,20.9,87,26.7,967.7,0,33,0
2016-05-11T02:00,20.2,87,25.9,966.7,0,36,0
2016-05-11T03:00,19.7,88,24.8,966.5,0,34,0
2016-05-11T04:00,19.3,89,24.5,966.7,0,33,0
2016-05-11T05:00,19.1,89,25.5,967.3,0,25,0
2016-05-11T06:00,18.9,88,25.3,967.7,0,34,1
2016-05-11T07:00,21,89,27.4,969.5,0,29,77
2016-05-11T08:00,24.7,68,28.6,970.3,0,27,234
2016-05-11T09:00,26.3,64,31.6,971,0,34,442
2016-05-11T10:00,27.4,60,33,970.7,0,44,632
2016-05-11T11:00,28.1,58,33.8,970.2,0,52,745
2016-05-11T12:00,28.8,56,35.6,969.4,0,46,836
2016-05-11T13:00,29.3,56,35.9,968.2,0,43,775
2016-05-11T14:00,28.1,60,35.4,966.7,0,33,638
2016-05-11T15:00,28.1,61,33.9,965.4,0,36,494
2016-05-11T16:00,27.2,66,31.8,965.7,0.1,57,332
2016-05-11T17:00,25.8,75,31.6,966.4,0.2,64,41
2016-05-11T18:00,24.6,80,31,966.5,0.1,56,15
2016-05-11T19:00,24.1,81,30.9,966.9,0.4,41,0
2016-05-11T20:00,23.9,82,29.7,967.5,0,34,0
2016-05-11T21:00,23.4,85,28.7,968.4,1,37,0
2016-05-11T22:00,22.6,88,27.3,969.5,1.7,44,0
2016-05-11T23:00,22.4,88,26.5,969.8,1.8,62,0
2016-05-12T00:00,20.7,99,25.5,969.5,1.5,65,0
2016-05-12T01:00,20.8,95,24.7,968.7,1.1,79,0
2016-05-12T02:00,20.7,93,24.1,968.3,0.9,64,0
2016-05-12T03:00,21.7,89,23.5,968.2,0.7,60,0
2016-05-12T04:00,22.5,83,22.9,968.3,0.4,74,0
2016-05-12T05:00,19.6,99,24.9,968.7,0.1,87,0
2016-05-12T06:00,19.4,99,25.2,968.9,0,74,0
2016-05-12T07:00,21.5,93,26.1,969.8,0,74,29
2016-05-12T08:00,24.1,83,27.8,970.4,0,72,119
2016-05-12T09:00,25.1,75,31.4,971.2,0,74,190
2016-05-12T10:00,25.7,71,31.8,971.1,0,61,202
2016-05-12T11:00,27,64,33,970.7,0,53,441
2016-05-12T12:00,28,60,35.9,969.7,0,49,583
2016-05-12T13:00,28.7,59,36.4,968.6,0,42,602
2016-05-12T14:00,27.7,62,34.5,967.2,0,51,259
2016-05-12T15:00,27.8,62,34.1,966.7,0,38,344
2016-05-12T16:00,27.4,64,33.7,965.7,0,38,243
2016-05-12T17:00,26.6,71,33.3,966.3,0,44,67
2016-05-12T18:00,25.5,78,33.2,967,0,41,23
2016-05-12T19:00,24.9,79,33.3,967.2,0,35,0
2016-05-12T20:00,24.4,82,32.6,968,0,31,0
2016-05-12T21:00,24.2,82,30.4,968.5,0,32,0
2016-05-12T22:00,23.1,87,29.2,969.6,0.2,45,0
2016-05-12T23:00,23.1,85,29.4,969.9,1.4,51,0
2016-05-13T00:00,22.3,88,28.9,969.2,1.9,78,0
2016-05-13T01:00,23.5,79,26.7,968.8,2.2,79,0
2016-05-13T02:00,20.8,95,25.8,968.4,0.5,64,0
2016-05-13T03:00,19.9,99,24.4,968.4,1.2,83,0
2016-05-13T04:00,22.4,82,24.8,968.3,1.7,97,0
2016-05-13T05:00,22,84,26.1,968.6,0.4,100,0
2016-05-13T06:00,21.2,88,26.2,968.7,0.2,75,0
2016-05-13T07:00,20.8,98,26,969.7,0,77,41
2016-05-13T08:00,23.3,82,26,970.5,0,90,124
2016-05-13T09:00,24.3,76,27.4,971.6,0.2,89,275
2016-05-13T10:00,24.4,76,27.5,971.5,0.1,100,163
2016-05-13T11:00,25.4,72,28,971.2,0.2,98,291
2016-05-13T12:00,26.5,66,28.6,970.5,0.1,77,394
2016-05-13T13:00,26.9,62,28.6,969.3,0,56,332
2016-05-13T14:00,25.7,67,28.8,967.7,0,52,332
2016-05-13T15:00,26.6,64,31,966.9,0,34,372
2016-05-13T16:00,26.8,63,31.4,965.6,0,34,292
2016-05-13T17:00,26,73,30.6,965,0,39,158
2016-05-13T18:00,25.3,80,30.7,965.2,0,42,19
2016-05-13T19:00,25.3,74,31.2,965.8,0,45,0
2016-05-13T20:00,25,76,30.6,967.3,0,50,0
2016-05-13T21:00,24.6,77,29.6,968.3,0,75,0
2016-05-13T22:00,24.1,79,28.3,969.2,0,80,0
2016-05-13T23:00,23.3,82,28.2,969.5,0.3,94,0
2016-05-14T00:00,22.8,84,27.3,968.9,0.8,100,0
2016-05-14T01:00,22.4,87,26.7,968.9,0.7,100,0
2016-05-14T02:00,22.6,88,25.7,967.5,1.7,100,0
2016-05-14T03:00,21.7,93,24.9,967.6,1.1,100,0
2016-05-14T04:00,22.9,83,23.7,967.7,1.3,100,0
2016-05-14T05:00,21.9,91,26.4,968.8,2,100,0
2016-05-14T06:00,20.6,99,26.4,969,1.8,100,0
2016-05-14T07:00,20.9,100,25.9,969.3,2.5,100,1
2016-05-14T08:00,21.6,100,25.5,970.2,2.9,100,0
2016-05-14T09:00,21.7,100,28.9,971.1,4,100,0
2016-05-14T10:00,25.1,83,29.2,971.3,3.5,100,8
2016-05-14T11:00,23.6,95,29.7,970.5,3.8,100,3
2016-05-14T12:00,23.2,100,32.1,969.9,4,100,71
2016-05-14T13:00,22.9,98,32.5,968.8,3.2,59,166
2016-05-14T14:00,26.2,69,33.4,967.4,0,51,379
2016-05-14T15:00,26.9,67,32.2,967,0,49,243
2016-05-14T16:00,26.5,67,32.3,966.1,0.1,49,134
2016-05-14T17:00,25.4,78,30.9,965.2,0,45,66
2016-05-14T18:00,24.5,82,29.6,966.3,0,43,7
2016-05-14T19:00,24.1,84,30,968.1,0,58,0
2016-05-14T20:00,24.1,83,30.2,969.2,0,65,0
2016-05-14T21:00,24,83,29.6,969.8,0,69,0
2016-05-14T22:00,23.7,84,28.3,970.1,0,59,0
2016-05-14T23:00,23.5,83,27.1,970.1,0,68,0
2016-05-15T00:00,22.4,86,27,969.7,0,71,0
2016-05-15T01:00,22.2,86,27,969.1,0,75,0
2016-05-15T02:00,23.2,78,27.3,968.6,0.2,81,0
2016-05-15T03:00,23,79,25.7,968,0.1,67,0
2016-05-15T04:00,22.8,79,26,968.2,0,74,0
2016-05-15T05:00,22.6,79,26.6,968.6,0.2,70,0
2016-05-15T06:00,21,87,26.1,969,0.2,61,0
2016-05-15T07:00,21.6,87,26.6,969.3,0,57,7
2016-05-15T08:00,23.6,82,27.7,969.9,0,54,64
2016-05-15T09:00,24.7,73,31.1,970.7,0,36,161
2016-05-15T10:00,26,67,31.6,970.9,0,33,340
2016-05-15T11:00,26.8,62,32,970.1,0,27,376
2016-05-15T12:00,26.9,62,33.4,969.5,0,27,381
2016-05-15T13:00,27,63,33.4,968.1,0,41,256
2016-05-15T14:00,28.4,58,33.4,966.9,0.2,45,536
2016-05-15T15:00,28,59,32.9,966.2,0,34,413
2016-05-15T16:00,27.4,64,32.9,965.9,0,40,266
2016-05-15T17:00,26.3,77,33.4,965,0,45,118
2016-05-15T18:00,25.5,77,32.8,966.3,0,52,26
2016-05-15T19:00,25.5,74,32.9,967.5,0,58,0
2016-05-15T20:00,24.4,79,31.4,968.6,0.1,53,0
2016-05-15T21:00,24.8,74,31.5,969.6,0.5,62,0
2016-05-15T22:00,24.5,74,29.9,970.2,1,77,0
2016-05-15T23:00,24.1,74,28.5,970.2,1.9,60,0
2016-05-16T00:00,23.7,75,27.4,969.4,1.7,74,0
2016-05-16T01:00,23.3,76,26.4,969.1,1.5,75,0
2016-05-16T02:00,20.8,89,25.2,968.2,0.8,77,0
2016-05-16T03:00,22.7,77,24.5,968,0.6,94,0
2016-05-16T04:00,22.4,77,24.2,968.2,0.5,95,0
2016-05-16T05:00,20.2,88,26.2,968.8,0.2,62,0
2016-05-16T06:00,20.2,87,26.3,968.8,0,40,0
2016-05-16T07:00,21.9,85,27.3,970.1,0,47,50
2016-05-16T08:00,24.2,71,27.5,970.7,0,60,195
2016-05-16T09:00,24.8,68,29.3,971.3,0,72,254
2016-05-16T10:00,25.8,64,30.2,971.8,0,70,383
2016-05-16T11:00,25.9,64,30.5,971.3,0,80,210
2016-05-16T12:00,26.8,61,31.6,970.1,0,61,344
2016-05-16T13:00,28,57,33.6,968.6,0,60,492
2016-05-16T14:00,28.2,56,33.2,967.5,0,58,440
2016-05-16T15:00,28,57,32.9,966.6,0,47,378
2016-05-16T16:00,27.2,61,33.8,965.7,0,42,228
2016-05-16T17:00,26.2,73,32.7,965.1,0,41,121
2016-05-16T18:00,25.4,79,32.4,966.2,0,41,16
2016-05-16T19:00,23.8,86,31.7,967.5,0,50,0
2016-05-16T20:00,24.2,82,30.6,968.7,0,66,0
2016-05-16T21:00,24.6,79,31,968.8,0,53,0
2016-05-16T22:00,24.1,80,31.7,969.6,0,56,0
2016-05-16T23:00,23.7,80,30.3,969.7,0.8,65,0
2016-05-17T00:00,23,83,29.8,969.5,1.3,71,0
2016-05-17T01:00,22.3,85,27.9,968.7,0.9,91,0
2016-05-17T02:00,23.3,76,27.6,968.2,2.1,94,0
2016-05-17T03:00,23.3,74,26.6,967.7,0.9,76,0
2016-05-17T04:00,23.1,74,26.3,967.5,1,75,0
2016-05-17T05:00,23.2,72,26.4,967.8,0,70,0
2016-05-17T06:00,23.1,71,25.9,968,0.3,71,1
2016-05-17T07:00,23.1,72,27.1,969.2,0.3,71,23
2016-05-17T08:00,23,82,26.5,970.2,0.9,72,55
2016-05-17T09:00,22.5,89,29.5,971.5,0.9,88,0
2016-05-17T10:00,22.5,87,29.8,971.7,1,86,2
2016-05-17T11:00,22.9,88,29.5,970.9,0.5,96,10
2016-05-17T12:00,24.3,79,31.9,970.3,0.2,67,115
2016-05-17T13:00,24.6,78,32,968.8,0,63,97
2016-05-17T14:00,26.9,60,33.6,967.2,0,42,423
2016-05-17T15:00,26.9,61,31.6,966,0,53,301
2016-05-17T16:00,26.3,66,30.9,965.8,0,58,239
2016-05-17T17:00,25.5,74,29,965.4,0,71,84
2016-05-17T18:00,24.9,77,29.5,966.4,1.3,83,12
2016-05-17T19:00,23.4,85,29.4,966.9,0.3,66,0
2016-05-17T20:00,24.7,74,29.6,967.9,0.4,71,0
2016-05-17T21:00,24.2,76,29.5,969,0.3,82,0
2016-05-17T22:00,23.4,80,29,969.4,0.4,80,0
2016-05-17T23:00,21.2,91,27.6,969.4,0.7,71,0
2016-05-18T00:00,19.7,99,27,968.8,0.9,65,0
2016-05-18T01:00,20.5,91,26.5,967.8,0.7,59,0
2016-05-18T02:00,22.2,80,26.4,967.4,0,56,0
2016-05-18T03:00,21.9,81,25.9,967.1,0.1,65,0
2016-05-18T04:00,22.1,79,26,967,0.1,86,0
2016-05-18T05:00,22.2,77,26.2,967.6,0,72,0
2016-05-18T06:00,22.2,76,27.1,968.1,0,71,0
2016-05-18T07:00,21.8,81,27.1,969.4,0,92,20
2016-05-18T08:00,23.5,78,26.8,970.2,0,89,65
2016-05-18T09:00,24.2,74,28.7,971.1,0,85,105
2016-05-18T10:00,24.1,75,28.5,970.7,0.3,98,69
2016-05-18T11:00,23.8,80,27.9,970.1,0.8,100,5
2016-05-18T12:00,24.1,79,30.2,969.3,0.6,93,41
2016-05-18T13:00,25.1,76,32.2,968.2,0.2,63,167
2016-05-18T14:00,25.7,66,32.5,966.6,0,44,161
2016-05-18T15:00,26.7,61,32.9,965.6,0,54,379
2016-05-18T16:00,26.6,62,33,965.4,0,47,294
2016-05-18T17:00,25.4,76,31.1,964.8,0,54,112
2016-05-18T18:00,24.6,81,30,965.1,0,53,20
2016-05-18T19:00,24.1,81,30,966.7,0,47,0
2016-05-18T20:00,23,86,29.6,968.4,0.2,87,0
2016-05-18T21:00,22.8,88,28.9,969.1,1.6,67,0
2016-05-18T22:00,21.3,95,28.5,970,1.1,77,0
2016-05-18T23:00,20.5,99,29,969.7,1.8,60,0
2016-05-19T00:00,20.5,99,29.3,969.1,0.9,62,0
2016-05-19T01:00,21.5,89,28.1,968.1,0.6,68,0
2016-05-19T02:00,20.9,89,27.9,967.1,0.6,74,0
2016-05-19T03:00,20.7,89,26.6,966.6,0.4,43,0
2016-05-19T04:00,22.9,76,25.9,966.8,0.3,66,0
2016-05-19T05:00,20.4,88,26.4,967.2,0.2,49,0
2016-05-19T06:00,19.8,90,26.3,968.1,0.5,59,0
2016-05-19T07:00,20.8,96,27.3,969,0.3,47,41
2016-05-19T08:00,24.7,74,27.7,970,0.1,68,113
2016-05-19T09:00,25,70,30,971.1,0.5,80,186
2016-05-19T10:00,25.6,68,29.5,971.2,1.2,83,231
2016-05-19T11:00,25.9,69,29.9,970.4,0.4,41,255
2016-05-19T12:00,26.2,70,30.6,969.5,0.2,51,211
2016-05-19T13:00,27,65,31.2,967.7,0,52,384
2016-05-19T14:00,27,62,30.7,966.3,0.1,51,316
2016-05-19T15:00,27.1,62,31.4,965.8,0,44,307
2016-05-19T16:00,26.5,66,31.7,965.6,0,44,250
2016-05-19T17:00,25.6,73,30.6,965.3,0,49,131
2016-05-19T18:00,24.4,80,29.6,966,0,47,18
2016-05-19T19:00,23.6,85,29.5,967,0,45,0
2016-05-19T20:00,22.8,88,28.9,967.6,0,52,0
2016-05-19T21:00,22.2,88,29.5,969.1,0.1,61,0
2016-05-19T22:00,22,88,27.5,969.2,0,53,0
2016-05-19T23:00,22.2,86,26.6,968.9,0,58,0
2016-05-20T00:00,23.1,80,26.4,968.3,0,53,0
2016-05-20T01:00,23.2,78,26.4,967.3,0,54,0
2016-05-20T02:00,22.9,77,25.6,967,0,63,0
2016-05-20T03:00,23.4,74,26.2,966.9,0,51,0
2016-05-20T04:00,23.5,73,25.6,967.1,0,61,0
2016-05-20T05:00,22.8,76,26.9,967.8,0,77,0
2016-05-20T06:00,21.2,83,27.3,968.2,0,65,1
2016-05-20T07:00,21.9,87,27.4,969.7,0,60,42
2016-05-20T08:00,24.6,72,28,970.5,0.3,77,173
2016-05-20T09:00,25,68,30.8,971.7,0.2,100,190
2016-05-20T10:00,25.7,65,30.6,971.7,0.2,95,280
2016-05-20T11:00,26.6,62,30.7,971.2,0.1,86,302
2016-05-20T12:00,27.7,60,33.1,970.5,0,77,454
2016-05-20T13:00,28.1,58,33.6,969.2,0,68,430
2016-05-20T14:00,27.5,61,33.3,967.9,0,63,346
2016-05-20T15:00,27.7,61,33.5,967.5,0,63,394
2016-05-20T16:00,27.4,63,33.6,966.6,0,50,318
2016-05-20T17:00,26.6,69,31.9,965.4,0,46,136
2016-05-20T18:00,25.4,79,31.9,966.5,0,47,26
2016-05-20T19:00,25.4,74,31.9,967.1,0,47,0
2016-05-20T20:00,25.3,73,31,968.1,0,43,0
2016-05-20T21:00,24.6,77,29.5,968.7,0,39,0
2016-05-20T22:00,24,79,28.7,969.6,0,44,0
2016-05-20T23:00,24.1,78,28.6,969.8,0.4,55,0
2016-05-21T00:00,22.7,84,27.4,969.3,2.2,64,0
2016-05-21T01:00,21.9,88,27.7,968.6,1.9,56,0
2016-05-21T02:00,23.6,73,27,967.9,0.6,51,0
2016-05-21T03:00,23.2,75,26.6,967.5,0,52,0
2016-05-21T04:00,23,76,26.1,967.8,0,51,0
2016-05-21T05:00,22.7,76,27.5,968.9,1.3,76,0
2016-05-21T06:00,22.7,76,27.5,969.3,1.9,90,0
2016-05-21T07:00,22.5,81,27.6,970.7,0.8,96,29
2016-05-21T08:00,25.7,68,27.8,971.2,0.2,99,92
2016-05-21T09:00,24.3,73,30.2,971.9,0.9,83,170
2016-05-21T10:00,25,72,29.8,971.8,1.9,60,156
2016-05-21T11:00,25.6,71,30.4,971.1,1.2,62,150
2016-05-21T12:00,26.7,65,32.8,969.9,0.2,49,279
2016-05-21T13:00,27.7,61,33.3,968.8,0,31,341
2016-05-21T14:00,27.8,63,33.3,967.4,0,16,393
2016-05-21T15:00,27.7,65,32.8,966.8,0,21,450
2016-05-21T16:00,26.8,69,32.6,966.2,0,20,291
2016-05-21T17:00,26,74,31.9,966.5,0,18,134
2016-05-21T18:00,24.7,82,30.5,967.2,0.4,46,27
2016-05-21T19:00,23.6,89,31,968.5,0.5,47,0
2016-05-21T20:00,22.7,92,29.9,969.2,0.3,66,0
2016-05-21T21:00,22.2,91,28.6,970,0.7,89,0
2016-05-21T22:00,21.3,99,27.5,970.4,1.4,95,0
2016-05-21T23:00,22.4,89,27.4,970.6,1.2,100,0
2016-05-22T00:00,21.9,93,27,969.8,0.8,90,0
2016-05-22T01:00,20.9,99,26.8,969,0.7,93,0
2016-05-22T02:00,22.4,88,26.1,968.2,0.6,89,0
2016-05-22T03:00,21.8,92,25.5,967.9,0.4,100,0
2016-05-22T04:00,22.3,88,26.4,968.3,0.1,83,0
2016-05-22T05:00,22.3,88,27.9,968.7,0,66,0
2016-05-22T06:00,22.3,87,28.1,969.2,0.1,63,0
2016-05-22T07:00,22.2,95,28.1,970,0,96,18
2016-05-22T08:00,23.1,89,27.9,970.8,0.1,100,15
2016-05-22T09:00,22.7,90,30.6,971.3,0.4,100,16
2016-05-22T10:00,23.5,87,30.9,971.7,0.3,100,42
2016-05-22T11:00,24.4,81,30.8,971.1,0.2,100,130
2016-05-22T12:00,25.1,77,32.1,970.4,0.2,100,69
2016-05-22T13:00,25.5,78,32.5,968.9,0.2,100,115
2016-05-22T14:00,26.1,70,32,967.3,0,47,310
2016-05-22T15:00,26.6,68,31.3,966.4,0,43,374
2016-05-22T16:00,26.3,69,31.6,966.3,0,38,257
2016-05-22T17:00,25.1,77,31.3,966.2,0,45,75
2016-05-22T18:00,24.4,82,30.6,966.2,0,48,13
2016-05-22T19:00,23.5,88,30.1,967.3,0,52,0
2016-05-22T20:00,22.9,89,28.6,968.7,0,57,0
2016-05-22T21:00,22.5,90,28.4,969.2,0,60,0
2016-05-22T22:00,22.4,88,28.2,969.7,0,54,0
2016-05-22T23:00,22.6,86,28.3,969.8,0,60,0
2016-05-23T00:00,22.2,86,26.8,969.4,0,77,0
2016-05-23T01:00,21.4,88,26.1,968.8,0,92,0
2016-05-23T02:00,21.4,88,26.5,968.6,0,99,0
2016-05-23T03:00,21.2,89,24.7,968,0,83,0
2016-05-23T04:00,20.8,89,24.3,968.3,0,78,0
2016-05-23T05:00,21.1,87,25.9,968.7,0,77,0
2016-05-23T06:00,21.2,86,26.7,969.4,0.1,89,0
2016-05-23T07:00,21.7,88,26.8,970.2,0.1,92,23
2016-05-23T08:00,22.7,87,28.2,971.2,0.1,85,75
2016-05-23T09:00,22.7,90,29,971.6,0.2,75,0
2016-05-23T10:00,23.2,87,29.7,972,0.2,67,15
2016-05-23T11:00,23.9,80,29.7,971.4,0.3,69,37
2016-05-23T12:00,24.3,79,30.6,970.4,0.4,56,56
2016-05-23T13:00,24.7,76,30.6,968.6,0.1,43,86
2016-05-23T14:00,27.8,60,32.3,967.8,0,38,570
2016-05-23T15:00,27.8,60,32.6,967.1,0,23,447
2016-05-23T16:00,27.3,63,33.1,966.7,0,24,322
2016-05-23T17:00,26.4,69,32.2,966.5,0,32,136
2016-05-23T18:00,25.3,75,31.2,967,0,43,28
2016-05-23T19:00,25,75,31.4,968.2,0,62,0
2016-05-23T20:00,23.9,81,30.9,969.5,0,82,0
2016-05-23T21:00,23.8,79,29.6,971.1,0.8,98,0
2016-05-23T22:00,23,84,28.9,971.5,0.5,96,0
2016-05-23T23:00,22.7,86,28,971.9,0.5,100,0
2016-05-24T00:00,22.9,82,27.6,971.3,0.5,100,0
2016-05-24T01:00,22.9,81,26.3,970.5,0,100,0
2016-05-24T02:00,22.2,84,26.7,969.9,2,100,0
2016-05-24T03:00,22.3,82,26,969.3,2.5,100,0
2016-05-24T04:00,22.3,82,25.3,969.6,2.7,100,0
2016-05-24T05:00,22.1,83,26.3,969.3,2.3,100,0
2016-05-24T06:00,20.6,92,26.4,970,2.6,100,0
2016-05-24T07:00,20.7,99,26.3,970.8,2.6,100,15
2016-05-24T08:00,22.9,92,26.6,972.1,2.3,100,75
2016-05-24T09:00,22.1,99,30.3,973,1.6,100,82
2016-05-24T10:00,22.1,100,31.1,973.7,1.3,100,158
2016-05-24T11:00,27.6,69,30.8,972.9,0.9,100,194
2016-05-24T12:00,23.9,83,31.8,972.4,1.5,98,35
2016-05-24T13:00,24.7,85,32.3,970.8,0.5,68,130
2016-05-24T14:00,26.1,69,34,969.9,0,70,428
2016-05-24T15:00,26,69,30.9,968.7,0,57,279
2016-05-24T16:00,25.6,72,31.6,968.4,0,51,198
2016-05-24T17:00,24.8,81,31.4,968,0,65,90
2016-05-24T18:00,24.2,85,30,968.9,0,48,10
2016-05-24T19:00,23.5,87,29.4,969.9,0,47,0
2016-05-24T20:00,23.4,86,30.3,971.1,0,48,0
2016-05-24T21:00,23.1,86,29.2,971.5,0,59,0
2016-05-24T22:00,22.3,89,27.2,971.6,0,56,0
2016-05-24T23:00,21.8,91,26.5,971.5,0,76,0
2016-05-25T00:00,21.7,91,26.3,971,0,87,0
2016-05-25T01:00,21.3,91,24.6,970.3,0,86,0
2016-05-25T02:00,21.9,90,25.5,969.4,0,83,0
2016-05-25T03:00,22.2,87,24.6,968.9,0,68,0
2016-05-25T04:00,22.2,86,23.8,969.1,0,73,0
2016-05-25T05:00,22,86,26.5,970.1,0,62,0
2016-05-25T06:00,21.5,88,25.6,970,0,52,0
2016-05-25T07:00,21.8,90,26.1,970.3,0,53,37
2016-05-25T08:00,23.2,85,26.4,971.5,0,61,57
2016-05-25T09:00,24.6,77,29.4,972.5,0,92,194
2016-05-25T10:00,25.3,76,30.2,972.8,0,100,374
2016-05-25T11:00,25.2,74,30,972,0.1,100,220
2016-05-25T12:00,26.4,69,32.2,971.9,0.1,100,242
2016-05-25T13:00,26.7,70,32.6,970.2,0,95,302
2016-05-25T14:00,25.5,78,32.2,968.9,0,64,240
2016-05-25T15:00,25.5,76,32.5,968.4,0,80,195
2016-05-25T16:00,25,79,32.4,968.4,0,71,131
2016-05-25T17:00,23.9,85,31.2,967.5,0.1,100,20
2016-05-25T18:00,23.4,87,30.6,968.6,0.2,97,10
2016-05-25T19:00,22.7,91,30.2,969.7,0.3,100,0
2016-05-25T20:00,22.4,92,29.6,970.6,0.2,100,0
2016-05-25T21:00,21.9,93,27.9,970.6,0.4,100,0
2016-05-25T22:00,21.6,94,27.8,970.6,0.3,100,0
2016-05-25T23:00,20.9,99,27.9,970.6,0.5,100,0
2016-05-26T00:00,21.7,93,28.5,969.8,0.6,100,0
2016-05-26T01:00,21.5,94,27,969.3,0.6,100,0
2016-05-26T02:00,20.1,100,26.3,968.3,0.6,100,0
2016-05-26T03:00,20.8,97,25.8,968.4,0.9,100,0
2016-05-26T04:00,21.2,95,26.1,968.2,1.5,100,0
2016-05-26T05:00,19.6,100,26.1,968.6,1.9,100,0
2016-05-26T06:00,19.7,99,26.1,969.4,2.5,100,0
2016-05-26T07:00,22,88,27,970.3,3.1,92,1
2016-05-26T08:00,21.5,100,26.8,970.8,3.8,92,5
2016-05-26T09:00,23.3,90,27.3,970.8,3.1,100,16
2016-05-26T10:00,22.8,97,27.6,970.4,2.3,100,2
2016-05-26T11:00,22.6,96,27.8,969.7,1.2,100,47
2016-05-26T12:00,25,83,29.3,969.1,0.4,88,10
2016-05-26T13:00,23.4,93,29.9,968.3,0.2,76,52
2016-05-26T14:00,25.1,81,30.6,967.1,0,84,231
2016-05-26T15:00,25,80,31,966.6,0,68,228
2016-05-26T16:00,24.5,82,31.3,965.8,0,60,71
2016-05-26T17:00,24.1,85,30.9,965.5,0,52,20
2016-05-26T18:00,23.6,89,30,965.9,0,38,2
2016-05-26T19:00,23.7,86,30.2,967,0,45,0
2016-05-26T20:00,23.3,89,30.1,967.7,0,36,0
2016-05-26T21:00,21.5,95,27.8,968.1,0,58,0
2016-05-26T22:00,21.3,93,27.3,968.5,0,64,0
2016-05-26T23:00,21.2,90,26.6,968.8,0,47,0
2016-05-27T00:00,21.3,88,27.1,968.2,0.2,68,0
2016-05-27T01:00,22.1,81,26.8,967.8,0,76,0
2016-05-27T02:00,21,88,27.1,967.3,0.4,77,0
2016-05-27T03:00,22.1,81,25.4,966.9,0.4,85,0
2016-05-27T04:00,21.5,86,25,967.1,0.3,84,0
2016-05-27T05:00,21.6,85,25.1,967.1,0,68,0
2016-05-27T06:00,21.5,85,25.7,967.6,0,59,0
2016-05-27T07:00,21,94,25.6,968.5,0,54,17
