time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),direct_radiation (W/m²)
2016-03-17T18:00,24.7,80,30.4,965.3,0.2,83,12
2016-03-17T19:00,24,82,29.9,966,0.2,69,0
2016-03-17T20:00,24.1,83,29.3,966.8,0,62,0
2016-03-17T21:00,24.5,79,29.3,967.6,0,65,0
2016-03-17T22:00,24.2,81,28.3,968.3,0,66,0
2016-03-17T23:00,23.3,84,28.6,968.3,0,72,0
2016-03-18T00:00,23,84,28.4,967.3,0,79,0
2016-03-18T01:00,23.2,81,26.8,966.1,0,45,0
2016-03-18T02:00,22.9,83,25.9,965.2,0,59,0
2016-03-18T03:00,22.4,85,25.9,965.2,0,66,0
2016-03-18T04:00,22.5,83,25.7,965.1,0,78,0
2016-03-18T05:00,22.2,84,26,966.1,0,74,0
2016-03-18T06:00,22.5,81,26.3,966.3,0,63,0
2016-03-18T07:00,23.4,76,26.9,967.6,0,59,3
2016-03-18T08:00,24.2,76,27.9,968.4,0,54,38
2016-03-18T09:00,25.9,65,29.8,969.4,0,50,95
2016-03-18T10:00,27.4,58,30.6,969.4,0,47,232
2016-03-18T11:00,28.3,55,32,968.9,0,44,299
2016-03-18T12:00,28.7,55,34.8,968.1,0,49,370
2016-03-18T13:00,29,54,34.6,966.7,0,51,316
2016-03-18T14:00,29.6,54,35.5,965.1,0,42,556
2016-03-18T15:00,29,56,34.4,963.8,0,42,351
2016-03-18T16:00,28.4,59,34.2,963.4,0,38,269
2016-03-18T17:00,27.6,61,34.5,963.5,0,49,168
2016-03-18T18:00,26.7,67,34.1,963.7,0.2,35,26
2016-03-18T19:00,25.4,79,33.5,965,0,39,0
2016-03-18T20:00,26,70,32.7,965.8,0,40,0
2016-03-18T21:00,25.5,73,31.1,966.9,0.2,29,0
2016-03-18T22:00,24.2,80,30.1,967.4,0.5,34,0
2016-03-18T23:00,24.1,80,30.1,967.4,0.8,57,0
2016-03-19T00:00,23.4,84,29.7,967.4,0.6,88,0
2016-03-19T01:00,23.2,83,28.6,966.5,0.4,88,0
2016-03-19T02:00,23.9,78,28.4,966,0.2,63,0
2016-03-19T03:00,21.8,91,27.1,965.8,0,59,0
2016-03-19T04:00,22.4,88,26.3,965.9,0.2,77,0
2016-03-19T05:00,21.9,92,28.2,966.5,0.4,100,0
2016-03-19T06:00,22.7,87,28.4,967.3,0.4,100,0
2016-03-19T07:00,22.1,92,27.5,968.4,0.4,100,6
2016-03-19T08:00,24.1,86,26.9,968.8,0.3,100,50
2016-03-19T09:00,23.2,88,29.1,970.5,0.4,100,85
2016-03-19T10:00,24.1,84,29.7,970.2,0.4,100,90
2016-03-19T11:00,24.6,81,30.5,970,0.3,100,84
2016-03-19T12:00,25.4,76,33.1,968.8,0,94,109
2016-03-19T13:00,26.4,67,33.5,967.6,0,61,177
2016-03-19T14:00,27.4,62,34.3,966,0,55,328
2016-03-19T15:00,28.2,59,34,964.8,0,48,395
2016-03-19T16:00,27.8,60,34,964,0,38,287
2016-03-19T17:00,27.4,61,33.7,963.2,0,22,174
2016-03-19T18:00,26.2,74,33.4,963.8,0,23,30
2016-03-19T19:00,24.8,76,32.3,965,0,26,0
2016-03-19T20:00,24.3,75,31.9,965.6,0,30,0
2016-03-19T21:00,23.3,79,31.1,966.2,0,35,0
2016-03-19T22:00,22.5,82,30.3,966.8,0,38,0
2016-03-19T23:00,22.1,83,29.1,966.9,0,43,0
2016-03-20T00:00,21.6,84,27.8,966.5,0,39,0
2016-03-20T01:00,21.6,83,28.6,966.7,0,46,0
2016-03-20T02:00,21.3,82,28.4,966,0,49,0
2016-03-20T03:00,21.1,82,27.6,965.8,0,46,0
2016-03-20T04:00,20.9,83,26.8,965.8,0,49,0
2016-03-20T05:00,20.9,82,27.9,966.2,0,54,0
2016-03-20T06:00,21.5,78,27.5,967.3,0,66,0
2016-03-20T07:00,23.2,72,28.2,968.8,0,70,16
2016-03-20T08:00,25.2,66,29,969.6,0,88,76
2016-03-20T09:00,27.1,57,32,970.4,0,81,199
2016-03-20T10:00,28.6,53,33.6,970,0,55,357
2016-03-20T11:00,29.9,51,36.3,969.2,0,60,602
2016-03-20T12:00,30.8,49,38.9,968.7,0,49,595
2016-03-20T13:00,31.1,48,39.5,967.1,0,40,550
2016-03-20T14:00,30.6,48,38.8,965.5,0,34,553
2016-03-20T15:00,30.5,48,38.3,964.5,0,32,543
2016-03-20T16:00,30.2,50,37.2,964.1,0,42,334
2016-03-20T17:00,29.6,52,35.5,964.9,0,32,195
2016-03-20T18:00,28,58,33.6,964.4,0,37,46
2016-03-20T19:00,26.3,69,32.9,965.4,0,50,0
2016-03-20T20:00,25.4,72,31.6,967,0,59,0
2016-03-20T21:00,25.1,74,31.5,968,0,52,0
2016-03-20T22:00,25.5,69,30.8,968.8,0,63,0
2016-03-20T23:00,24.9,72,28.7,969.2,0.8,92,0
2016-03-21T00:00,23.5,79,27.2,968.8,1.9,100,0
2016-03-21T01:00,23.2,80,27.1,968.2,0.5,100,0
2016-03-21T02:00,22,88,26.9,967.3,0,75,0
2016-03-21T03:00,22.7,84,26,967.2,0,81,0
2016-03-21T04:00,22.6,84,26,967.1,0,82,0
2016-03-21T05:00,22.4,83,26.3,968,0,91,0
2016-03-21T06:00,22.2,83,26.4,968.8,0,90,0
2016-03-21T07:00,22.1,84,27.4,970,0,83,10
2016-03-21T08:00,24.2,72,27.4,971,0,95,96
2016-03-21T09:00,25.8,63,30,971.7,0,85,187
2016-03-21T10:00,27.5,55,30.6,971.9,0,86,242
2016-03-21T11:00,29.3,49,33.1,970.8,0,50,452
2016-03-21T12:00,30.3,46,35.9,970.1,0,35,562
2016-03-21T13:00,31,44,37,968.5,0,19,753
2016-03-21T14:00,31,45,37.2,967.3,0,21,813
2016-03-21T15:00,30.5,46,34.7,966.1,0,20,480
2016-03-21T16:00,30,48,33.8,965.2,0,29,372
2016-03-21T17:00,29,53,32.7,965.5,0,25,175
2016-03-21T18:00,27.7,60,32,965.1,0,19,44
2016-03-21T19:00,26.1,72,32,965.7,0,17,0
2016-03-21T20:00,27.2,62,32.6,966.8,0,21,0
2016-03-21T21:00,26.9,63,32.7,967.1,0,29,0
2016-03-21T22:00,26.5,65,32.4,967.7,0,28,0
2016-03-21T23:00,25.4,69,30.3,967.9,0,29,0
2016-03-22T00:00,24.2,74,28.8,967.3,0,33,0
2016-03-22T01:00,23.9,74,28.1,967.1,0,32,0
2016-03-22T02:00,21.8,80,26.8,966.4,0,37,0
2016-03-22T03:00,21.2,81,26,966.3,0,32,0
2016-03-22T04:00,20.8,82,26.1,966.4,0,30,0
2016-03-22T05:00,20.5,82,26.3,967.1,0,41,0
2016-03-22T06:00,20.1,83,26.1,967.3,0,35,0
2016-03-22T07:00,21.7,80,27.5,968.7,0,45,36
2016-03-22T08:00,25.9,58,28.5,970,0,49,141
2016-03-22T09:00,28,52,31.6,971.1,0,53,361
2016-03-22T10:00,28.9,50,33.2,971,0,39,488
2016-03-22T11:00,30.1,47,35,970.5,0,27,656
2016-03-22T12:00,31.1,44,36.7,969.4,0,20,772
2016-03-22T13:00,31.7,42,37.7,968.2,0,28,801
2016-03-22T14:00,31.1,44,35.8,966.7,0,19,651
2016-03-22T15:00,30.6,45,34,965.5,0,25,444
2016-03-22T16:00,30.4,46,33.6,965,0,23,399
2016-03-22T17:00,29.3,53,33.5,964.7,0,29,172
2016-03-22T18:00,27.7,65,33.6,965,0,36,38
2016-03-22T19:00,26.4,66,32.1,966.3,0,38,0
2016-03-22T20:00,25.6,68,31,967.1,0,31,0
2016-03-22T21:00,24.5,68,30.6,967.3,0,26,0
2016-03-22T22:00,23.4,72,29,967.7,0,24,0
2016-03-22T23:00,22.8,76,28.5,968.3,0.1,39,0
2016-03-23T00:00,22.7,78,27.8,968,0,49,0
2016-03-23T01:00,22,80,27.8,967.4,0,51,0
2016-03-23T02:00,22.4,77,27.7,966.9,0,62,0
2016-03-23T03:00,22.9,72,25.9,966.4,0,59,0
2016-03-23T04:00,22.4,74,26.1,966.6,0,55,0
2016-03-23T05:00,21.2,81,27.3,967.4,0,80,0
2016-03-23T06:00,20.9,81,26.7,968.1,0,70,0
2016-03-23T07:00,21.5,83,26.8,969,0,78,18
2016-03-23T08:00,26.2,57,28.1,969.9,0,80,120
2016-03-23T09:00,28,49,30.1,970.6,0,67,256
2016-03-23T10:00,30.2,42,32,970.3,0,48,545
2016-03-23T11:00,31.6,38,34.5,969.5,0,35,774
2016-03-23T12:00,32.5,36,37,968.5,0,17,881
2016-03-23T13:00,32.6,35,36,967.3,0,13,770
2016-03-23T14:00,31.2,39,34.4,965.9,0,13,537
2016-03-23T15:00,31.2,40,34.8,964.9,0,20,534
2016-03-23T16:00,30.7,41,34.3,964.4,0,17,385
2016-03-23T17:00,29.8,45,32.2,964.4,0,19,233
2016-03-23T18:00,27.9,54,30.6,964.6,0,25,53
2016-03-23T19:00,26.1,64,30,965.6,0,27,0
2016-03-23T20:00,26.1,61,29.3,966.6,0,31,0
2016-03-23T21:00,24.5,67,28.2,966.8,0,34,0
2016-03-23T22:00,23.5,69,28.2,967.3,0,36,0
2016-03-23T23:00,22.4,72,27.1,967.1,0,32,0
2016-03-24T00:00,21.6,75,25.8,966.7,0,33,0
2016-03-24T01:00,21,77,24,966.1,0,37,0
2016-03-24T02:00,20.2,78,23.3,965.9,0,45,0
2016-03-24T03:00,20.1,77,20.4,965.1,0,42,0
2016-03-24T04:00,20,77,20.8,965.5,0,44,0
2016-03-24T05:00,19.8,77,23,966.2,0,41,0
2016-03-24T06:00,19.6,78,22.7,966.9,0,37,0
2016-03-24T07:00,21.1,81,24.9,968,0,36,50
2016-03-24T08:00,27,53,28.6,968.7,0,34,234
2016-03-24T09:00,29.1,45,32.8,969.3,0,24,480
2016-03-24T10:00,30.7,39,34.3,968.8,0,23,688
2016-03-24T11:00,31.8,35,35.4,967.9,0,22,845
2016-03-24T12:00,32.5,33,36.2,966.8,0,27,919
2016-03-24T13:00,32.8,32,36.7,965.5,0,28,827
2016-03-24T14:00,32.7,32,36.6,964.7,0,26,789
2016-03-24T15:00,32.2,34,35.7,964,0,21,603
2016-03-24T16:00,31.6,35,34.6,963.5,0,22,455
2016-03-24T17:00,30.4,40,33,963.4,0,19,254
2016-03-24T18:00,28.3,54,31.5,963.3,0,24,56
2016-03-24T19:00,26.7,57,31,964.3,0,27,0
2016-03-24T20:00,26.6,54,30.3,964.5,0,28,0
2016-03-24T21:00,25.6,58,28.4,965.4,0,27,0
2016-03-24T22:00,24.6,61,27.4,966,0,24,0
2016-03-24T23:00,23.2,66,26.2,965.8,0,17,0
2016-03-25T00:00,22.1,67,26,965.3,0,11,0
2016-03-25T01:00,21,69,25.6,964.6,0,8,0
2016-03-25T02:00,21.1,67,23.1,963.7,0,9,0
2016-03-25T03:00,19.8,72,21.2,963.4,0,2,0
2016-03-25T04:00,18.9,76,20.5,963.4,0,1,0
2016-03-25T05:00,18.7,77,20.6,963.9,0,1,0
2016-03-25T06:00,18.6,77,20.7,964.5,0,0,0
2016-03-25T07:00,20.4,78,22.3,965.6,0,0,58
2016-03-25T08:00,27.1,52,28.8,967.2,0,2,256
2016-03-25T09:00,29.3,42,32.5,968,0,1,454
2016-03-25T10:00,30.7,38,34.5,968.2,0,3,663
2016-03-25T11:00,31.4,37,34.9,967.4,0,2,716
2016-03-25T12:00,31.9,35,36,966.7,0,6,699
2016-03-25T13:00,32.4,35,36.3,965.3,0,4,673
2016-03-25T14:00,32.9,34,37.5,964.3,0,2,786
2016-03-25T15:00,32.5,36,36.4,963.4,0,3,629
2016-03-25T16:00,31.9,38,35.5,962.9,0,6,476
2016-03-25T17:00,30.7,42,33.8,962.9,0,9,249
2016-03-25T18:00,29.3,50,32.5,963.4,0,7,61
2016-03-25T19:00,28.4,53,31.5,964,0,7,0
2016-03-25T20:00,27.8,54,30.9,964.7,0,4,0
2016-03-25T21:00,27.1,55,28.9,965.6,0,11,0
2016-03-25T22:00,25,63,27,965.6,0,13,0
2016-03-25T23:00,23.5,69,27.3,965.8,0,8,0
2016-03-26T00:00,22.5,70,26.7,965.8,0,17,0
2016-03-26T01:00,21,74,25.8,965.8,0,20,0
2016-03-26T02:00,22,71,24.9,965.1,0,32,0
2016-03-26T03:00,21.3,70,22,964.8,0,34,0
2016-03-26T04:00,20.6,72,19.8,964.6,0,32,0
2016-03-26T05:00,20.1,74,24,965.6,0,41,0
2016-03-26T06:00,20.2,74,24,966.3,0,45,0
2016-03-26T07:00,21.6,75,24.6,967.5,0,48,23
2016-03-26T08:00,25.2,65,26.3,968.2,0,57,46
2016-03-26T09:00,28.3,50,31,969.3,0,59,117
2016-03-26T10:00,28.7,49,31.6,969.6,0,60,87
2016-03-26T11:00,29,47,31.2,969.4,0,49,98
2016-03-26T12:00,29.1,47,32.1,968.6,0,26,64
2016-03-26T13:00,31.1,42,35.8,967.6,0,13,665
2016-03-26T14:00,31.9,40,36.9,966.3,0,19,650
2016-03-26T15:00,32,40,36.4,964.9,0,20,606
2016-03-26T16:00,31.5,42,35,964.3,0,19,394
2016-03-26T17:00,30.6,45,34.3,964.5,0,22,244
2016-03-26T18:00,29,56,33.7,964.7,0,22,54
2016-03-26T19:00,28.4,55,33.3,965.8,0,26,0
2016-03-26T20:00,28.6,49,33.8,966.6,0,30,0
2016-03-26T21:00,26.3,61,32.3,967.1,0,29,0
2016-03-26T22:00,24.5,71,30.8,968.3,0,28,0
2016-03-26T23:00,23.6,72,28.4,968.3,0,33,0
2016-03-27T00:00,23.1,73,26.5,968,0,37,0
2016-03-27T01:00,22.5,78,27.4,967.7,0,42,0
2016-03-27T02:00,22.5,72,26.4,966.7,0,50,0
2016-03-27T03:00,21.8,77,25.6,966.5,0,56,0
2016-03-27T04:00,21.5,78,24.8,966.3,0,57,0
2016-03-27T05:00,21.7,78,26.7,967.1,0,60,0
2016-03-27T06:00,21.7,78,27.1,967.8,0,49,0
2016-03-27T07:00,23.6,72,28,969.1,0,51,37
2016-03-27T08:00,26.7,55,29.4,969.7,0,55,129
2016-03-27T09:00,28.3,51,32.5,970.7,0,53,298
2016-03-27T10:00,29.8,47,33.6,970.2,0,53,467
2016-03-27T11:00,31.3,43,36.1,969.8,0,43,636
2016-03-27T12:00,32.3,41,38.6,968.5,0,33,843
2016-03-27T13:00,32.7,40,39,967.1,0,13,769
2016-03-27T14:00,31.7,46,37.6,965.4,0,18,589
2016-03-27T15:00,32,45,37.3,964.6,0,36,611
2016-03-27T16:00,30.3,53,36.4,965,0.1,68,344
2016-03-27T17:00,28.4,62,34.7,965.4,0.2,58,181
2016-03-27T18:00,26.3,76,33.6,966.2,1.5,92,29
2016-03-27T19:00,25.2,80,32.8,967.3,2.7,100,0
2016-03-27T20:00,23.6,95,31.5,968.4,2.6,100,0
2016-03-27T21:00,23,100,31.4,969.1,2.1,100,0
2016-03-27T22:00,22.7,100,28.9,969,1.7,100,0
2016-03-27T23:00,22.4,100,27.7,968.9,0.8,100,0
2016-03-28T00:00,22.5,100,28,968.4,0.3,100,0
2016-03-28T01:00,22.4,98,28,968.3,0.4,100,0
2016-03-28T02:00,22.3,100,27.8,967.5,0.7,100,0
2016-03-28T03:00,22.1,100,27.3,967.5,0.8,100,0
2016-03-28T04:00,21.8,100,26.9,967.6,0.5,100,0
2016-03-28T05:00,21.5,99,28.3,968.4,0.5,100,0
2016-03-28T06:00,21.6,99,27.9,968.5,0.2,100,0
2016-03-28T07:00,21.9,99,27.6,969.3,0.1,90,4
2016-03-28T08:00,23.9,91,28.4,969.9,0.3,60,19
2016-03-28T09:00,23.6,89,30.8,970.6,0.2,48,104
2016-03-28T10:00,25.3,78,31.3,970.2,0.5,61,219
2016-03-28T11:00,26.3,71,31.8,969.2,0.4,71,267
2016-03-28T12:00,27.4,66,34.6,968.2,0.5,60,323
2016-03-28T13:00,28.1,63,34.6,967,0,77,286
2016-03-28T14:00,28.3,64,36.1,966,0.2,68,534
2016-03-28T15:00,27.4,70,34.4,965.3,0.2,77,406
2016-03-28T16:00,27.2,70,34.7,964.5,0.2,95,309
2016-03-28T17:00,26.3,74,33.9,964.7,0.1,55,166
2016-03-28T18:00,25.6,77,33,965.1,0,56,25
2016-03-28T19:00,25.2,79,32.4,965.9,0,67,0
2016-03-28T20:00,24.4,83,31.5,966.5,0,80,0
2016-03-28T21:00,23.9,86,31.2,967.2,0,67,0
2016-03-28T22:00,23.4,89,31,967.7,0.3,62,0
2016-03-28T23:00,22.6,94,30.9,967.9,0.8,76,0
2016-03-29T00:00,23.4,86,29.7,967.5,1.2,92,0
2016-03-29T01:00,21.9,100,29.2,967.6,1.3,100,0
2016-03-29T02:00,21.8,100,28.5,967.3,2.3,100,0
2016-03-29T03:00,21.7,100,27.7,967,2.7,100,0
2016-03-29T04:00,21.5,100,27.3,967.3,4,100,0
2016-03-29T05:00,21.5,100,27.3,967.6,5.2,100,0
2016-03-29T06:00,21.4,100,27.2,968.4,5.1,100,0
2016-03-29T07:00,21.4,100,26.9,969.1,4.9,100,1
2016-03-29T08:00,21.7,99,28.1,969.8,4.4,100,10
2016-03-29T09:00,22.3,96,30.9,970.6,3.6,100,11
2016-03-29T10:00,22.2,100,31.7,970.9,2.1,100,13
2016-03-29T11:00,22.6,96,31.3,970.3,0.9,100,45
2016-03-29T12:00,27.5,72,32.4,970.3,0.5,100,248
2016-03-29T13:00,26.1,73,34.5,968.9,0.2,72,324
2016-03-29T14:00,30.9,57,35.1,967.1,0.3,51,352
2016-03-29T15:00,27.7,70,36.5,965.6,0,23,380
2016-03-29T16:00,26.3,70,35.7,964.9,0,22,280
2016-03-29T17:00,25.7,73,32.6,964.3,0,25,151
2016-03-29T18:00,25,78,31.4,965.1,0,29,30
2016-03-29T19:00,24.2,81,30.6,965.6,0,29,0
2016-03-29T20:00,23.4,83,29.9,966.8,0,37,0
2016-03-29T21:00,22.7,84,29.5,967.3,0,52,0
2016-03-29T22:00,22.1,86,28.9,967.5,0,63,0
2016-03-29T23:00,22,86,28.6,967.6,0,70,0
2016-03-30T00:00,21.4,89,27.4,967.4,0,73,0
2016-03-30T01:00,21.2,88,27.5,967,0,77,0
2016-03-30T02:00,23.7,78,27,966.6,0,73,0
2016-03-30T03:00,22.5,86,27.2,966.4,0,78,0
2016-03-30T04:00,21.7,91,27,966.6,0,79,0
2016-03-30T05:00,22.2,90,27.9,966.3,0,89,0
2016-03-30T06:00,22.4,90,27.6,967.2,0,100,0
2016-03-30T07:00,22.3,91,27.8,968.4,0,100,20
2016-03-30T08:00,23.4,87,27.7,969.3,0,100,81
2016-03-30T09:00,24.8,80,30.3,970.4,0,89,177
2016-03-30T10:00,25.4,77,30,970.3,0,100,260
2016-03-30T11:00,26.6,73,31,970.1,0,100,316
2016-03-30T12:00,27.5,70,32.9,969.2,0,100,351
2016-03-30T13:00,27.2,72,32.3,968.6,0,100,276
2016-03-30T14:00,24.7,91,32.5,967.4,1.9,100,5
2016-03-30T15:00,23.6,98,30.2,966.6,1,100,0
2016-03-30T16:00,23,100,30.2,966.1,0.4,100,2
2016-03-30T17:00,22.6,100,29.3,965.6,0.5,86,20
2016-03-30T18:00,22.4,100,30.1,965.9,0.2,82,0
2016-03-30T19:00,23.7,87,30,967,0.1,62,0
2016-03-30T20:00,23,90,29.6,967.8,0.2,62,0
2016-03-30T21:00,22.9,89,28.9,968.6,0.1,63,0
2016-03-30T22:00,23.5,84,28.9,969.1,0,60,0
2016-03-30T23:00,21.1,98,28.7,969.4,0,82,0
2016-03-31T00:00,20.8,99,28.2,969.2,0,77,0
2016-03-31T01:00,20.7,99,27.2,968.3,0,78,0
2016-03-31T02:00,23.6,82,27.7,968,0.1,86,0
2016-03-31T03:00,23.7,81,27,967.1,0,75,0
2016-03-31T04:00,23.7,81,27.2,967.2,0,79,0
2016-03-31T05:00,23,84,27.4,967.2,0,93,0
2016-03-31T06:00,22.9,85,27.4,968.1,0.2,100,0
2016-03-31T07:00,21.3,99,28,969,0.1,95,17
2016-03-31T08:00,23,94,28.6,969.8,0,90,50
2016-03-31T09:00,24.2,89,31,970.8,0,97,109
2016-03-31T10:00,25.1,81,31.5,970.6,0,95,175
2016-03-31T11:00,27.4,65,33.1,970.4,0,89,364
2016-03-31T12:00,28.3,61,34.7,969.2,0,69,557
2016-03-31T13:00,28.5,60,35.1,967.8,0,57,579
2016-03-31T14:00,26.5,71,33.8,966.8,0.2,60,288
2016-03-31T15:00,25.5,79,33.3,966.7,0,58,50
2016-03-31T16:00,25.6,76,32.9,965.5,0.2,52,44
2016-03-31T17:00,25.2,79,31.6,965.8,0,45,18
2016-03-31T18:00,24.7,83,31.2,965.9,0,47,13
2016-03-31T19:00,23.9,86,30.6,967,0.1,68,0
2016-03-31T20:00,24.3,83,31,968.2,0.2,71,0
2016-03-31T21:00,24.1,82,30,969.7,0.2,100,0
2016-03-31T22:00,22.7,89,28.8,969.8,0.6,97,0
2016-03-31T23:00,22.2,93,28.4,970.2,1,96,0
2016-04-01T00:00,22,95,27.9,969.6,1,87,0
2016-04-01T01:00,21.8,95,27.5,968.7,0.7,83,0
2016-04-01T02:00,22.7,87,26.9,968.4,0,74,0
2016-04-01T03:00,22.3,90,28.2,967.8,0,100,0
2016-04-01T04:00,21.9,91,26.1,967.9,0,100,0
2016-04-01T05:00,21.3,93,26.8,967.9,0,62,0
2016-04-01T06:00,21.1,93,27.8,968.4,0,63,0
2016-04-01T07:00,21.9,92,27.2,969.2,0,60,7
2016-04-01T08:00,23.1,94,28.8,969.6,0,71,44
2016-04-01T09:00,24.1,86,31.5,970.8,0,69,164
2016-04-01T10:00,26,74,32.8,970.6,0,73,297
2016-04-01T11:00,27,67,33.7,970.1,0,67,420
2016-04-01T12:00,26.8,69,33,968.9,0.1,49,375
2016-04-01T13:00,27.6,69,32.5,967.3,0.3,52,454
2016-04-01T14:00,26.6,70,33.4,966.1,2.3,76,474
2016-04-01T15:00,26.5,71,32.9,964.4,0,43,310
2016-04-01T16:00,27.3,68,32.4,963.9,0,42,307
2016-04-01T17:00,26.3,72,34.4,963.8,0,44,138
2016-04-01T18:00,25.7,77,33.6,965,0,59,15
2016-04-01T19:00,25.4,76,32.9,966.5,0,100,0
2016-04-01T20:00,25.2,77,33.1,967.4,0,100,0
2016-04-01T21:00,24.1,83,31.2,968.5,0,100,0
2016-04-01T22:00,23.5,85,29.8,968.4,0.6,100,0
2016-04-01T23:00,22.7,89,29.3,968.4,1,100,0
2016-04-02T00:00,22.2,91,28.8,968,1.5,100,0
2016-04-02T01:00,21.2,94,27.7,967.2,1.8,100,0
2016-04-02T02:00,20.9,100,27.6,966.4,12,100,0
2016-04-02T03:00,21.2,100,27.2,966,16.1,100,0
2016-04-02T04:00,21.7,98,26.7,966.2,20.2,100,0
2016-04-02T05:00,21.2,100,26.8,966.7,22.8,100,0
2016-04-02T06:00,21.1,100,26.7,967.8,26.7,100,0
2016-04-02T07:00,21.4,99,26.3,968.3,26.8,100,0
2016-04-02T08:00,21,100,26.4,968.9,21.2,94,0
2016-04-02T09:00,21.4,100,27.1,970,13.4,95,0
2016-04-02T10:00,21.8,99,28.8,970.6,9.4,100,0
2016-04-02T11:00,22.8,99,28.3,970.1,6.7,99,0
2016-04-02T12:00,22.6,100,28.1,969.2,5.3,100,11
2016-04-02T13:00,24.3,91,27.6,967.4,3.4,100,3
2016-04-02T14:00,23.1,98,27.6,965.9,1.4,100,14
2016-04-02T15:00,22.5,97,28,965.4,0.7,100,55
2016-04-02T16:00,22.5,97,27.8,965.2,0.4,99,74
2016-04-02T17:00,22.2,100,28.7,965,0.9,99,37
2016-04-02T18:00,21.8,99,27.5,964.8,0,79,14
2016-04-02T19:00,21.9,94,27.6,966,0,70,0
2016-04-02T20:00,20.9,98,27.8,966.1,0,57,0
2016-04-02T21:00,20.5,97,26.2,966.7,0,62,0
2016-04-02T22:00,23.3,81,25.7,967.7,0,69,0
2016-04-02T23:00,23.1,81,26.1,967.8,0,72,0
2016-04-03T00:00,22.9,81,26.3,967.2,0,65,0
2016-04-03T01:00,19.6,98,26.3,966.5,0,63,0
2016-04-03T02:00,19.3,98,26.3,965.4,0,44,0
2016-04-03T03:00,18.8,99,25.9,965.4,0,51,0
2016-04-03T04:00,18.5,99,25.7,965.1,0,45,0
2016-04-03T05:00,18.2,99,25.2,965,0,42,0
2016-04-03T06:00,18.4,99,25.5,965.5,0,33,0
2016-04-03T07:00,19.8,99,26.2,966.8,0,47,24
2016-04-03T08:00,22.9,95,28.1,968.6,0,57,124
2016-04-03T09:00,23.9,90,31.1,969.5,0,74,203
2016-04-03T10:00,25.8,77,32.3,969.9,0.1,61,321
2016-04-03T11:00,26.4,72,33.9,969.4,0.9,72,384
2016-04-03T12:00,29.9,61,36,968.1,1.4,69,545
2016-04-03T13:00,26.8,70,34.2,966.1,0.2,41,469
2016-04-03T14:00,28,66,34.6,964.8,0,38,533
2016-04-03T15:00,27.9,64,34.4,964,0.1,50,400
2016-04-03T16:00,26.4,70,34.1,964,0,57,258
2016-04-03T17:00,24.8,83,32.6,964.8,0.7,56,124
2016-04-03T18:00,24.4,84,32.3,965,0,49,35
2016-04-03T19:00,23.8,88,31.1,965.6,0,55,0
2016-04-03T20:00,23.1,91,30.7,966.3,0,61,0
2016-04-03T21:00,22.7,89,29.9,967.3,0.3,84,0
2016-04-03T22:00,20.7,97,29.6,968.6,1.1,85,0
2016-04-03T23:00,20.5,100,28.7,968.7,1.1,83,0
2016-04-04T00:00,20,100,27.9,968.3,2,100,0
2016-04-04T01:00,19.9,100,27.4,967.7,1.8,100,0
2016-04-04T02:00,20.2,98,26.8,967.2,1,100,0
2016-04-04T03:00,22,89,26.4,967,1.4,100,0
2016-04-04T04:00,20.2,99,26,967.4,1.7,100,0
2016-04-04T05:00,20.4,98,26.6,967.2,1.5,100,0
2016-04-04T06:00,22.3,85,26.6,968.2,1.8,100,0
2016-04-04T07:00,21.6,94,26.7,969.6,1.4,100,4
2016-04-04T08:00,22.9,96,26.9,970.5,0.7,100,3
2016-04-04T09:00,22.7,95,26.8,971.1,0.5,89,13
2016-04-04T10:00,24.2,90,27.5,971,0.3,100,74
2016-04-04T11:00,24.6,88,28.5,970.7,0.2,100,152
2016-04-04T12:00,26,75,29.9,969.8,0,100,155
2016-04-04T13:00,27.4,67,31.3,968.1,0,76,323
2016-04-04T14:00,26.2,72,31.1,966.1,0,41,95
2016-04-04T15:00,26.8,69,31.2,965.7,0,44,210
2016-04-04T16:00,26.1,72,31.1,964.8,0,44,79
2016-04-04T17:00,25.4,77,31.9,964.2,0,40,78
2016-04-04T18:00,24.5,87,31.5,965,0,54,19
2016-04-04T19:00,23.6,88,30.8,966.6,0,60,0
2016-04-04T20:00,24.5,81,30.1,967.7,0,58,0
2016-04-04T21:00,23.4,86,29.5,969.1,0.1,77,0
2016-04-04T22:00,22.9,87,27.9,969.5,0.3,63,0
2016-04-04T23:00,23.5,84,28.8,969.8,0.3,71,0
2016-04-05T00:00,23.3,83,27.8,969,0,62,0
2016-04-05T01:00,22.8,85,27.3,968.3,0,67,0
2016-04-05T02:00,23.3,82,27.8,967.3,0,59,0
2016-04-05T03:00,22.9,83,27.1,966.5,0,61,0
2016-04-05T04:00,22.7,84,26,966.6,0,53,0
2016-04-05T05:00,22.6,84,26.7,967,0,55,0
2016-04-05T06:00,22.2,84,26.6,967.9,0,54,0
2016-04-05T07:00,21.8,88,26.9,969.1,0,51,1
2016-04-05T08:00,23.5,88,28.8,970.3,0,71,64
2016-04-05T09:00,24.9,80,29.9,971.1,0.1,81,161
2016-04-05T10:00,26.1,72,32.9,971.5,0,97,206
2016-04-05T11:00,26.4,70,33.1,971,0,67,212
